codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
85796,PRVBG,***,AVIAO,BOEING,737-8EH,B738,JATO,BIMOTOR,79000.0,79000.0,197.0,2008.0,BRASIL,BRASIL,AVIAO,***,ANTONIO CARLOS JOBIM / GALEAO,VIRACOPOS,TAXI,REGULAR,NENHUM,0.0,85796,85796,85796,85796,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,SBGL,06/10/2024,11:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85795,PRSDQ,***,AVIAO,BOEING,737-3M8,B733,JATO,BIMOTOR,63276.0,63276.0,157.0,1989.0,BRASIL,BRASIL,AVIAO,***,GUARARAPES - GILBERTO FREYRE,TANCREDO NEVES,ESTACIONAMENTO,***,NENHUM,0.0,85795,85795,85795,85795,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,SBRF,02/10/2024,23:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85794,PRSLH,***,***,BOEING COMPANY,737-86N,B738,,BIMOTOR,79000.0,79000.0,,,BRASIL,BRASIL,***,***,TANCREDO NEVES,PINTO MARTINS,CRUZEIRO,***,NENHUM,0.0,85794,85794,85794,85794,INCIDENTE,-3.775833333333,-38.53222222222,FORTALEZA,CE,BRASIL,FAER,02/10/2024,11:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85793,PRSDL,***,AVIAO,BOEING,737-3S3,B733,JATO,BIMOTOR,63276.0,63276.0,6.0,1988.0,BRASIL,BRASIL,AVIAO,***,GUARARAPES - GILBERTO FREYRE,GOVERNADOR ANDRE FRANCO MONTORO,ESTACIONAMENTO,***,NENHUM,0.0,85793,85793,85793,85793,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,SBRF,03/10/2024,01:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85792,PRSDV,***,AVIAO,BOEING,737-4Q8,B734,JATO,BIMOTOR,68038.0,68038.0,,,BRASIL,BRASIL,AVIAO,***,ANTONIO CARLOS JOBIM / GALEAO,GOVERNADOR ANDRE FRANCO MONTORO,CRUZEIRO,***,NENHUM,0.0,85792,85792,85792,85792,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,FAER,02/10/2024,05:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85791,PRGOQ,***,AVIAO,BOEING,737-76N,B737,JATO,BIMOTOR,61461.0,61461.0,153.0,2002.0,BRASIL,BRASIL,AVIAO,***,SANTOS DUMONT,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,REGULAR,NENHUM,0.0,85791,85791,85791,85791,INCIDENTE,-15.87111111111,-47.91861111111,BRASILIA,DF,BRASIL,SBBR,04/10/2024,18:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85790,PRXMS,***,AVIAO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,82644.0,82644.0,196.0,2022.0,BRASIL,BRASIL,AVIAO,***,PRESIDENTE JUSCELINO KUBITSCHEK,MIAMI INTERNATIONAL AIRPORT,POUSO,REGULAR,LEVE,0.0,85790,85790,85790,85790,INCIDENTE,-10.29,-48.35777777777,PALMAS,TO,BRASIL,SBPJ,04/10/2024,13:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85789,PRGOQ,***,AVIAO,BOEING,737-76N,B737,JATO,BIMOTOR,61461.0,61461.0,153.0,2002.0,BRASIL,BRASIL,AVIAO,***,SANTOS DUMONT,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,REGULAR,NENHUM,0.0,85789,85789,85789,85789,INCIDENTE,-15.87111111111,-47.91861111111,BRASILIA,DF,BRASIL,SBBR,03/10/2024,00:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85788,PRATV,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A,AT72,TURBOELICE,BIMOTOR,23000.0,23000.0,75.0,2012.0,BRASIL,BRASIL,AVIAO,***,GUARARAPES - GILBERTO FREYRE,FERNANDO DE NORONHA,CRUZEIRO,REGULAR,NENHUM,0.0,85788,85788,85788,85788,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,FAER,26/09/2024,13:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85787,PRYRR,***,AVIAO,AIRBUS,A320-253N,A320,***,***,0.0,0.0,,2018.0,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,MARECHAL RONDON,CRUZEIRO,REGULAR,NENHUM,0.0,85787,85787,85787,85787,INCIDENTE,-15.65,-56.1175,CUIABA,MT,BRASIL,SBCY,01/10/2024,12:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85785,PRTKI,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A (600),AT72,TURBOELICE,BIMOTOR,22800.0,22800.0,73.0,2011.0,BRASIL,BRASIL,AVIAO,***,TANCREDO NEVES,CORONEL ALTINO MACHADO,CRUZEIRO,REGULAR,NENHUM,0.0,85785,85785,85785,85785,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,SBRF,04/11/2024,17:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85784,PSGPC,***,AVIAO,BOEING,737-8 MAX,B38M,JATO,BIMOTOR,82190.0,82190.0,186.0,2018.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,PINTO MARTINS,DECOLAGEM,REGULAR,NENHUM,0.0,85784,85784,85784,85784,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,SBGR,02/11/2024,19:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85783,PRSDT,***,AVIAO,BOEING,737-4B6,B734,JATO,BIMOTOR,65990.0,65990.0,,1994.0,BRASIL,BRASIL,AVIAO,***,TANCREDO NEVES,GOVERNADOR ANDRE FRANCO MONTORO,CRUZEIRO,***,NENHUM,0.0,85783,85783,85783,85783,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,FAER,02/11/2024,04:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85782,PRAQN,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A,AT72,TURBOELICE,BIMOTOR,23000.0,23000.0,75.0,2013.0,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,Aeroporto Regional do Planalto Serrano,CRUZEIRO,REGULAR,NENHUM,0.0,85782,85782,85782,85782,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,SBKP,04/11/2024,17:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85781,PRYYJ,***,AVIAO,AIRBUS,A320-251N,A20N,***,BIMOTOR,79000.0,79000.0,,2017.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0.0,85781,85781,85781,85781,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,FAER,28/10/2024,13:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85779,PRJKK,***,***,SIKORSKY AIRCRAFT,S-92A,S92,,BIMOTOR,12020.0,12020.0,,,BRASIL,BRASIL,***,***,FORA DE AERODROMO,SAO TOME,CRUZEIRO,TAXI AEREO,NENHUM,0.0,85779,85779,85779,85779,INCIDENTE,,,CAMPOS DOS GOYTACAZES,RJ,BRASIL,FAER,29/10/2024,19:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85778,PRSDL,***,AVIAO,BOEING,737-3S3,B733,JATO,BIMOTOR,63276.0,63276.0,6.0,1988.0,BRASIL,BRASIL,AVIAO,***,GUARARAPES - GILBERTO FREYRE,GOVERNADOR ANDRE FRANCO MONTORO,APROXIMACAO FINAL,***,NENHUM,0.0,85778,85778,85778,85778,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,SBGR,05/11/2024,04:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85777,PREPV,***,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,***,***,SEM TRACAO,12020.0,12020.0,0.0,2010.0,BRASIL,BRASIL,HELICOPTERO,***,SAO TOME,FORA DE AERODROMO,CRUZEIRO,TAXI AEREO,NENHUM,0.0,85777,85777,85777,85777,INCIDENTE,,,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBFS,03/11/2024,16:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85776,PRAQP,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A,AT72,TURBOELICE,BIMOTOR,23000.0,23000.0,75.0,0.0,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,GOVERNADOR JOSE RICHA,CRUZEIRO,REGULAR,LEVE,0.0,85776,85776,85776,85776,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,SBKP,31/10/2024,23:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85775,PRJBO,***,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020.0,12020.0,22.0,2012.0,BRASIL,BRASIL,HELICOPTERO,***,JACAREPAGUA,FORA DE AERODROMO,ESTACIONAMENTO,TAXI AEREO,NENHUM,0.0,85775,85775,85775,85775,INCIDENTE,-22.9875,-43.37,RIO DE JANEIRO,RJ,BRASIL,SBJR,01/11/2024,09:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85774,PRYXT,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A 600,AT76,***,***,23000.0,23000.0,,,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,LEITE LOPES,CRUZEIRO,REGULAR,NENHUM,0.0,85774,85774,85774,85774,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,SBKP,01/11/2024,02:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85773,PRSDU,***,AVIAO,BOEING,737-4B6,B734,JATO,BIMOTOR,68038.0,68038.0,0.0,0.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,***,NENHUM,0.0,85773,85773,85773,85773,INCIDENTE,-15.87111111111,-47.91861111111,BRASILIA,DF,BRASIL,FAER,02/11/2024,07:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85772,PRSLU,***,AVIAO,BOEING,737-4Y0,B734,JATO,BIMOTOR,68038.0,68038.0,5.0,1992.0,BRASIL,BRASIL,AVIAO,***,ANTONIO CARLOS JOBIM / GALEAO,GOVERNADOR ANDRE FRANCO MONTORO,SUBIDA,***,NENHUM,0.0,85772,85772,85772,85772,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,SBGL,31/10/2024,05:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85771,PROOW,***,***,LEONARDO S.P.A,AW189,A189,,BIMOTOR,8600.0,8600.0,,,BRASIL,BRASIL,***,***,JACAREPAGUA,FORA DE AERODROMO,CRUZEIRO,TAXI AEREO,NENHUM,0.0,85771,85771,85771,85771,INCIDENTE,,,RIO DE JANEIRO,RJ,BRASIL,FAER,30/10/2024,13:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85770,PRCRF,***,AVIAO,CESSNA AIRCRAFT,208B,C208,TURBOELICE,MONOMOTOR,3969.0,3969.0,11.0,2010.0,BRASIL,BRASIL,AVIAO,***,JACAREPAGUA,VIRACOPOS,DECOLAGEM,***,NENHUM,0.0,85770,85770,85770,85770,INCIDENTE,-22.9875,-43.37,RIO DE JANEIRO,RJ,BRASIL,SBJR,31/10/2024,09:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85769,PRSDT,***,AVIAO,BOEING,737-4B6,B734,JATO,BIMOTOR,65990.0,65990.0,,1994.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,DEPUTADO LUIS EDUARDO MAGALHAES,CRUZEIRO,***,NENHUM,0.0,85769,85769,85769,85769,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,FAER,31/10/2024,12:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85768,PRBGJ,***,HELICOPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307.0,5307.0,14.0,2004.0,BRASIL,BRASIL,HELICOPTERO,***,CABO FRIO,FORA DE AERODROMO,DECOLAGEM,TAXI AEREO,NENHUM,0.0,85768,85768,85768,85768,INCIDENTE,-22.92083333333,-42.07138888888,CABO FRIO,RJ,BRASIL,SBCB,30/10/2024,14:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85767,PTJJY,***,AVIAO,CESSNA AIRCRAFT,310Q,C310,PISTAO,BIMOTOR,2404.0,2404.0,6.0,1974.0,BRASIL,BRASIL,AVIAO,***,MARECHAL RONDON,AERODROMO NACIONAL DE AVIACAO,POUSO,PRIVADA,NENHUM,0.0,85767,85767,85767,85767,INCIDENTE,-16.62555555555,-49.34944444444,GOIANIA,GO,BRASIL,SBNV,01/11/2024,13:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85766,PRYRK,***,AVIAO,AIRBUS,Airbus A320-251N,A320,JATO,BIMOTOR,79000.0,79000.0,,,BRASIL,BRASIL,AVIAO,***,GUARARAPES - GILBERTO FREYRE,LEITE LOPES,DESCIDA,REGULAR,LEVE,0.0,85766,85766,85766,85766,INCIDENTE,-21.13638888888,-47.77666666666,RIBEIRAO PRETO,SP,BRASIL,SBRP,26/10/2024,18:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85765,PPWSA,***,AVIAO,BOEING,B737-4Q8,B734,***,SEM TRACAO,68038.0,68038.0,0.0,1994.0,BRASIL,BRASIL,AVIAO,***,TANCREDO NEVES,GOVERNADOR ANDRE FRANCO MONTORO,ESTACIONAMENTO,***,NENHUM,0.0,85765,85765,85765,85765,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,SBGR,31/10/2024,04:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85764,PRGXX,***,AVIAO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533.0,70533.0,196.0,0.0,BRASIL,BRASIL,AVIAO,***,CATARATAS,GOVERNADOR ANDRE FRANCO MONTORO,POUSO,REGULAR,NENHUM,0.0,85764,85764,85764,85764,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,SBGR,31/10/2024,14:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85763,PRJKE,***,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,***,***,SEM TRACAO,12020.0,12020.0,0.0,0.0,BRASIL,BRASIL,HELICOPTERO,***,SAO TOME,AERODROMO NAO CADASTRADO,CRUZEIRO,TAXI AEREO,NENHUM,0.0,85763,85763,85763,85763,INCIDENTE,,,CAMPOS DOS GOYTACAZES,RJ,BRASIL,FAER,31/10/2024,11:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85762,PRAQP,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A,AT72,TURBOELICE,BIMOTOR,23000.0,23000.0,75.0,0.0,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,GOVERNADOR JOSE RICHA,SUBIDA,REGULAR,NENHUM,0.0,85762,85762,85762,85762,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,SBKP,31/10/2024,01:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85761,PSAEE,***,AVIAO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,61200.0,61200.0,143.0,2020.0,BRASIL,BRASIL,AVIAO,***,ANTONIO CARLOS JOBIM / GALEAO,VIRACOPOS,ESTACIONAMENTO,REGULAR,NENHUM,0.0,85761,85761,85761,85761,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,SBGL,31/10/2024,12:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85760,PRTYL,***,AVIAO,AIRBUS S.A.S.,A320-214,A320,***,SEM TRACAO,78000.0,78000.0,0.0,2015.0,BRASIL,BRASIL,AVIAO,***,PROFESSOR ERIBERTO MANOEL REINO,GOVERNADOR ANDRE FRANCO MONTORO,DECOLAGEM,REGULAR,LEVE,0.0,85760,85760,85760,85760,INCIDENTE,-20.81722222222,-49.40694444444,SAO JOSE DO RIO PRETO,SP,BRASIL,SBSR,30/10/2024,20:40:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85759,PTMXG,***,AVIAO,AIRBUS,A321-231,A321,JATO,BIMOTOR,89000.0,89000.0,232.0,2010.0,BRASIL,BRASIL,AVIAO,***,DEPUTADO LUIS EDUARDO MAGALHAES,GOVERNADOR ANDRE FRANCO MONTORO,ESTACIONAMENTO,REGULAR,NENHUM,0.0,85759,85759,85759,85759,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,SBGR,03/11/2024,00:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85758,PRSDT,***,AVIAO,BOEING,737-4B6,B734,JATO,BIMOTOR,65990.0,65990.0,,1994.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,DEPUTADO LUIS EDUARDO MAGALHAES,CRUZEIRO,***,NENHUM,0.0,85758,85758,85758,85758,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,FAER,31/10/2024,07:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85757,PRSLH,***,***,BOEING COMPANY,737-86N,B738,,BIMOTOR,79000.0,79000.0,,,BRASIL,BRASIL,***,***,TANCREDO NEVES,PINTO MARTINS,ESTACIONAMENTO,***,NENHUM,0.0,85757,85757,85757,85757,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,SBCF,30/10/2024,12:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85756,PRCHQ,***,HELICOPTERO,SIKORSKY,S-76C,S76,TURBOEIXO,BIMOTOR,5307.0,5307.0,15.0,2008.0,BRASIL,BRASIL,HELICOPTERO,***,CABO FRIO,AERODROMO NAO CADASTRADO,POUSO,TAXI AEREO,NENHUM,0.0,85756,85756,85756,85756,INCIDENTE,,,CABO FRIO,RJ,BRASIL,NCAD,28/10/2024,11:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85755,PTXPI,***,AVIAO,AIRBUS,A321-211,A321,JATO,BIMOTOR,89000.0,89000.0,,,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,CATARATAS,CRUZEIRO,REGULAR,NENHUM,0.0,85755,85755,85755,85755,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,FAER,29/10/2024,21:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85754,PRSLH,***,***,BOEING COMPANY,737-86N,B738,,BIMOTOR,79000.0,79000.0,,,BRASIL,BRASIL,***,***,TANCREDO NEVES,PINTO MARTINS,ESTACIONAMENTO,***,NENHUM,0.0,85754,85754,85754,85754,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,SBCF,30/10/2024,13:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85753,PRXBO,***,AVIAO,AIRBUS S.A.S.,A320-271N,A20N,JATO,BIMOTOR,79000.0,79000.0,189.0,0.0,BRASIL,BRASIL,AVIAO,***,CONGONHAS,TENENTE-CORONEL AVIADOR CESAR BOMBONATO,POUSO,REGULAR,LEVE,0.0,85753,85753,85753,85753,INCIDENTE,-18.88361111111,-48.22527777777,UBERLANDIA,MG,BRASIL,SBUL,30/10/2024,10:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85752,PSBTJ,***,***,AGUSTA,AW139,A139,,BIMOTOR,6800.0,6800.0,,,BRASIL,BRASIL,***,***,SAO TOME,FORA DE AERODROMO,CRUZEIRO,TAXI AEREO,NENHUM,0.0,85752,85752,85752,85752,INCIDENTE,-22.03055555555,-41.06861111111,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBFS,29/10/2024,17:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85750,PUJCD,***,ULTRALEVE,DESCONHECIDO,PARADISE I,ULAC,PISTAO,MONOMOTOR,502.0,502.0,2.0,2003.0,BRASIL,BRASIL,ULTRALEVE,***,AERODROMO NAO CADASTRADO,AERODROMO NAO CADASTRADO,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,0.0,85750,85750,85750,85750,INCIDENTE GRAVE,-2.156388888888,-60.00333333333,PRESIDENTE FIGUEIREDO,AM,BRASIL,NCAD,09/10/2024,21:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85749,PTIML,***,AVIAO,CESSNA AIRCRAFT,A188B,C188,PISTAO,MONOMOTOR,1812.0,1812.0,1.0,1972.0,BRASIL,BRASIL,AVIAO,***,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRICOLA,SUBSTANCIAL,0.0,85749,85749,85749,85749,ACIDENTE,-20.51305555555,-47.64972222222,GUARA,SP,BRASIL,FAER,31/10/2024,12:20:00,SIM,ATIVA,A-152/CENIPA/2024,NAO,,0,1,NAO
85748,PRLIV,***,***,***,***,***,***,SEM TRACAO,0.0,0.0,0.0,0.0,BRASIL,BRASIL,***,***,CORONEL ALTINO MACHADO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,APROXIMACAO FINAL,PRIVADA,LEVE,0.0,85748,85748,85748,85748,INCIDENTE GRAVE,-19.85194444444,-43.95055555555,BELO HORIZONTE,MG,BRASIL,SBBH,31/10/2024,18:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85747,PSLMR,***,AVIAO,EMBRAER,EMB-203,IPAN,,MONOMOTOR,1900.0,1900.0,0.0,2020.0,BRASIL,BRASIL,AVIAO,***,AERODROMO NAO CADASTRADO,AERODROMO NAO CADASTRADO,APROXIMACAO FINAL,AGRICOLA,SUBSTANCIAL,1.0,85747,85747,85747,85747,ACIDENTE,-18.46527777777,-52.09361111111,SERRANOPOLIS,GO,BRASIL,NCAD,26/10/2024,20:52:00,SIM,ATIVA,A-151/CENIPA/2024,NAO,,0,1,NAO
85745,PSLPD,***,***,CESSNA AIRCRAFT,208B,C208,,MONOMOTOR,3969.0,3969.0,,,BRASIL,BRASIL,***,***,MALBORO,SURUCUCU,DECOLAGEM,PRIVADA,LEVE,0.0,85745,85745,85745,85745,INCIDENTE GRAVE,2.7013888888889,-60.84916666666,BOA VISTA,RR,BRASIL,SD6X,26/10/2024,17:20:00,SIM,ATIVA,IG-150/CENIPA/2024,NAO,,0,1,NAO
85744,PTGSO,***,AVIAO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTAO,MONOMOTOR,1800.0,1800.0,1.0,1978.0,BRASIL,BRASIL,AVIAO,***,ROSARIO DO SUL,ROSARIO DO SUL,CRUZEIRO,AGRICOLA,SUBSTANCIAL,0.0,85744,85744,85744,85744,ACIDENTE,,,ROSARIO DO SUL,RS,BRASIL,FAER,23/10/2024,22:10:00,SIM,ATIVA,A-149/CENIPA/2024,NAO,,0,1,NAO
85743,PTMBU,***,AVIAO,EMBRAER,EMB-121A1,E121,TURBOELICE,BIMOTOR,5670.0,5670.0,6.0,1982.0,BRASIL,BRASIL,AVIAO,***,HERCILIO LUZ,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CRUZEIRO,PRIVADA,DESTRUIDA,5.0,85743,85743,85743,85743,ACIDENTE,-23.37277777777,-45.77527777777,PARAIBUNA,SP,BRASIL,FAER,23/10/2024,21:45:00,SIM,ATIVA,A-148/CENIPA/2024,NAO,,0,1,NAO
85742,PTOCH,***,AVIAO,BEECH AIRCRAFT,A36,BE36,PISTAO,MONOMOTOR,1633.0,1633.0,6.0,1990.0,BRASIL,BRASIL,AVIAO,***,JATAI,JATAI,CRUZEIRO,PRIVADA,NENHUM,0.0,85742,85742,85742,85742,INCIDENTE GRAVE,-17.83,-51.77527777777,JATAI,GO,BRASIL,SWJW,18/10/2024,13:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85741,PRMIR,***,HELICOPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTAO,MONOMOTOR,1134.0,1134.0,4.0,2011.0,BRASIL,BRASIL,HELICOPTERO,***,,PRIMAVERA,APROXIMACAO FINAL,PRIVADA,LEVE,0.0,85741,85741,85741,85741,INCIDENTE GRAVE,-12.58972222222,-52.1975,QUERENCIA,MT,BRASIL,NCAD,13/10/2024,14:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
85739,PRXMC,***,AVIAO,BOEING,737-8 MAX,B38M,JATO,BIMOTOR,82190.0,82190.0,196.0,2018.0,BRASIL,BRASIL,AVIAO,***,SENADOR PETRONIO PORTELLA,PRESIDENTE JUSCELINO KUBITSCHEK,ESTACIONAMENTO,***,LEVE,0.0,85739,85739,85739,85739,INCIDENTE,-5.060555555555,-42.82444444444,TERESINA,PI,BRASIL,SBTE,23/10/2024,07:30:00,SIM,FINALIZADA,***,NAO,,0,2,NAO
85739,PRYSG,***,AVIAO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,77000.0,77000.0,183.0,2020.0,BRASIL,BRASIL,AVIAO,***,SENADOR PETRONIO PORTELLA,VIRACOPOS,ESTACIONAMENTO,***,LEVE,0.0,85739,85739,85739,85739,INCIDENTE,-5.060555555555,-42.82444444444,TERESINA,PI,BRASIL,SBTE,23/10/2024,07:30:00,SIM,FINALIZADA,***,NAO,,0,2,NAO
85738,PRBGM,***,HELICOPTERO,SIKORSKY,S-92A,S92,TURBOEIXO,BIMOTOR,12020.0,12020.0,21.0,2011.0,BRASIL,BRASIL,HELICOPTERO,***,FORA DE AERODROMO,JACAREPAGUA,CRUZEIRO,TAXI AEREO,NENHUM,0.0,85738,85738,85738,85738,INCIDENTE,,,RIO DE JANEIRO,RJ,BRASIL,FAER,16/10/2024,12:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
