codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
83731,PRYSL,***,AVIAO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,77000.0,77000.0,183.0,2022.0,BRASIL,BRASIL,AVIAO,***,SALGADO FILHO,ANTONIO CARLOS JOBIM / GALEAO,POUSO,REGULAR,NENHUM,0.0,83731,83731,83731,83731,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,SBGL,28/02/2024,19:36:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83730,PRAKJ,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A (600),AT76,TURBOELICE,BIMOTOR,22000.0,22000.0,0.0,2016.0,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,LAURO CARNEIRO DE LOYOLA,POUSO,REGULAR,NENHUM,0.0,83730,83730,83730,83730,INCIDENTE,-26.22305555555,-48.79777777777,JOINVILLE,SC,BRASIL,SBJV,27/02/2024,22:56:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83729,PRAUF,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,0.0,BRASIL,BRASIL,AVIAO,***,ORLANDO BEZERRA DE MENEZES,GUARARAPES - GILBERTO FREYRE,POUSO,REGULAR,NENHUM,0.0,83729,83729,83729,83729,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,SBRF,18/02/2024,09:43:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83728,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83728,83728,83728,83728,INCIDENTE,-23.50916666666,-46.6375,SAO PAULO,SP,BRASIL,SBMT,27/02/2024,21:21:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83727,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83727,83727,83727,83727,INCIDENTE,-25.53166666666,-49.17611111111,SAO JOSE DOS PINHAIS,PR,BRASIL,SBCT,25/02/2024,21:46:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83726,PRAUF,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,0.0,BRASIL,BRASIL,AVIAO,***,GUARARAPES - GILBERTO FREYRE,DEPUTADO LUIS EDUARDO MAGALHAES,APROXIMACAO FINAL,REGULAR,NENHUM,0.0,83726,83726,83726,83726,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,SBSV,17/02/2024,08:05:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83725,PRGUC,***,AVIAO,BOEING,737-8EH,B738,JATO,BIMOTOR,70533.0,70533.0,193.0,2010.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,ANTONIO CARLOS JOBIM / GALEAO,APROXIMACAO FINAL,REGULAR,NENHUM,0.0,83725,83725,83725,83725,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,SBGL,27/02/2024,17:35:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83723,PRAXJ,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,2012.0,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,DEPUTADO LUIS EDUARDO MAGALHAES,APROXIMACAO FINAL,REGULAR,NENHUM,0.0,83723,83723,83723,83723,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,SBSV,16/02/2024,21:20:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83722,PRAQP,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A,AT72,TURBOELICE,BIMOTOR,23000.0,23000.0,75.0,0.0,BRASIL,BRASIL,AVIAO,***,FERNANDO DE NORONHA,GUARARAPES - GILBERTO FREYRE,APROXIMACAO FINAL,REGULAR,NENHUM,0.0,83722,83722,83722,83722,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,SBRF,16/02/2024,14:44:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83721,PRGXM,***,AVIAO,BOEING,737-8EH,B738,JATO,BIMOTOR,70533.0,70533.0,199.0,2013.0,BRASIL,BRASIL,AVIAO,***,PORTO SEGURO,EURICO DE AGUIAR SALLES,POUSO,REGULAR,NENHUM,0.0,83721,83721,83721,83721,INCIDENTE,-20.25805555555,-40.28638888888,VITORIA,ES,BRASIL,SBVT,24/02/2024,21:10:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83668,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83668,83668,83668,83668,INCIDENTE,-15.87111111111,-47.91861111111,BRASILIA,DF,BRASIL,SBBR,20/02/2024,12:33:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83667,PSAEL,***,AVIAO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,61200.0,61200.0,143.0,2022.0,BRASIL,BRASIL,AVIAO,***,TANCREDO NEVES,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0.0,83667,83667,83667,83667,INCIDENTE,-15.87111111111,-47.91861111111,BRASILIA,DF,BRASIL,SBBR,06/02/2024,22:18:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83666,PRYRN,***,AVIAO,AIRBUS S.A.S.,A320-253N,A20N,JATO,BIMOTOR,77000.0,77000.0,182.0,,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,SERAFIN ENOSS BERTASO,POUSO,REGULAR,NENHUM,0.0,83666,83666,83666,83666,INCIDENTE,-27.13388888888,-52.65888888888,CHAPECO,SC,BRASIL,SBCH,18/02/2024,03:37:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83665,PPYBC,***,AVIAO,BOEING,737-3L9,B733,***,SEM TRACAO,65990.0,65990.0,0.0,1988.0,BRASIL,BRASIL,AVIAO,***,NAO IDENTIFICADO,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0.0,83665,83665,83665,83665,INCIDENTE,-15.87111111111,-47.91861111111,BRASILIA,DF,BRASIL,SBBR,03/02/2024,10:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83664,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83664,83664,83664,83664,INCIDENTE,-5.060555555555,-42.82444444444,TERESINA,PI,BRASIL,SBTE,25/02/2024,22:50:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83663,PRAQL,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A,AT72,TURBOELICE,BIMOTOR,23000.0,23000.0,75.0,2013.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR JOSE RICHA,VIRACOPOS,POUSO,REGULAR,NENHUM,0.0,83663,83663,83663,83663,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,SBKP,19/02/2024,01:02:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83662,PRTKJ,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A,AT72,TURBOELICE,BIMOTOR,22800.0,22800.0,73.0,2011.0,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,REGIONAL DA ZONA DA MATA,APROXIMACAO FINAL,REGULAR,NENHUM,0.0,83662,83662,83662,83662,INCIDENTE,-21.51305555555,-43.17305555555,GOIANA,MG,BRASIL,SBZM,28/02/2024,13:21:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83661,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83661,83661,83661,83661,INCIDENTE,-26.87861111111,-48.65083333333,NAVEGANTES,SC,BRASIL,SBNF,26/02/2024,15:17:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83660,PRGXE,***,AVIAO,BOEING,737-8EH,B738,JATO,BIMOTOR,70533.0,70533.0,199.0,2013.0,BRASIL,BRASIL,AVIAO,***,SANTOS DUMONT,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0.0,83660,83660,83660,83660,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,SBGL,28/02/2024,20:57:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83659,PRXMB,***,AVIAO,BOEING,737-8 MAX,B38M,JATO,BIMOTOR,82190.0,82190.0,196.0,2018.0,BRASIL,BRASIL,AVIAO,***,VAL DE CANS / JULIO CEZAR RIBEIRO,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,REGULAR,NENHUM,0.0,83659,83659,83659,83659,INCIDENTE,-1.384722222222,-48.47888888888,BELEM,PA,BRASIL,SBBE,28/02/2024,09:36:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83658,PUSAA,***,ULTRALEVE,FLYER IND AERONAUTICA LTDA,***,ULAC,***,SEM TRACAO,475.0,475.0,0.0,1995.0,BRASIL,BRASIL,ULTRALEVE,***,NAO IDENTIFICADO,NAO IDENTIFICADO,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,1.0,83658,83658,83658,83658,ACIDENTE,-20.67138888888,-51.09055555555,PEREIRA BARRETO,SP,BRASIL,FAER,25/02/2024,19:00:00,SIM,ATIVA,A-039/CENIPA/2024,NAO,,0,1,NAO
83640,PRRES,***,HELICOPTERO,AGUSTA,AW119MKII,A119,TURBOEIXO,MONOMOTOR,2850.0,2850.0,,,BRASIL,BRASIL,HELICOPTERO,***,IBIRUBA,OSORIO,CRUZEIRO,ESPECIALIZADA,NENHUM,0.0,83640,83640,83640,83640,INCIDENTE,-28.62388888888,-53.08666666666,SOLEDADE,RS,BRASIL,FAER,23/02/2024,18:18:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83639,PTPBC,***,AVIAO,CESSNA AIRCRAFT,208,C208,TURBOELICE,MONOMOTOR,3629.0,3629.0,11.0,2008.0,BRASIL,BRASIL,AVIAO,***,MAESTRO WILSON FONSECA,FAZENDA TAMBAU,POUSO,POLICIAL,SUBSTANCIAL,0.0,83639,83639,83639,83639,ACIDENTE,-1.614722222222,-54.5475,ALENQUER,PA,BRASIL,SD8G,28/02/2024,11:30:00,SIM,ATIVA,A-042/CENIPA/2024,NAO,,0,1,SIM
83638,PRPJN,***,AVIAO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,61500.0,61500.0,143.0,2019.0,BRASIL,BRASIL,AVIAO,***,MINISTRO VICTOR KONDER,VIRACOPOS,POUSO,REGULAR,NENHUM,0.0,83638,83638,83638,83638,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,SBKP,16/02/2024,13:54:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83637,PRGEA,***,AVIAO,BOEING,737-7EH,B737,JATO,BIMOTOR,70080.0,70080.0,154.0,2009.0,BRASIL,BRASIL,AVIAO,***,LAURO KURTZ,GOVERNADOR ANDRE FRANCO MONTORO,APROXIMACAO FINAL,REGULAR,LEVE,0.0,83637,83637,83637,83637,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,SBGR,25/02/2024,15:55:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83636,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83636,83636,83636,83636,INCIDENTE,-2.424722222222,-54.78583333333,SANTAREM,PA,BRASIL,SBSN,11/01/2024,12:06:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83635,PSJNA,***,AVIAO,BEECH AIRCRAFT,C90,BE9L,TURBOELICE,BIMOTOR,4377.0,4377.0,7.0,0.0,BRASIL,BRASIL,AVIAO,***,ORLANDO DE CARVALHO,FAZENDA BANDEIRANTES,POUSO,PRIVADA,SUBSTANCIAL,0.0,83635,83635,83635,83635,ACIDENTE,-24.20388888888,-52.98277777777,GOIOERE,PR,BRASIL,SI9Z,22/02/2024,19:06:00,SIM,ATIVA,A-037/CENIPA/2024,NAO,,0,1,NAO
83634,PRGXM,***,AVIAO,BOEING,737-8EH,B738,JATO,BIMOTOR,70533.0,70533.0,199.0,2013.0,BRASIL,BRASIL,AVIAO,***,CONGONHAS,PRESIDENTE JUSCELINO KUBITSCHEK,DECOLAGEM,REGULAR,NENHUM,0.0,83634,83634,83634,83634,INCIDENTE,-23.62611111111,-46.65638888888,SAO PAULO,SP,BRASIL,SBSP,25/02/2024,17:19:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83633,PRMYR,***,AVIAO,AIRBUS,A320-214,A320,JATO,BIMOTOR,77000.0,77000.0,184.0,2012.0,BRASIL,BRASIL,AVIAO,***,AFONSO PENA,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0.0,83633,83633,83633,83633,INCIDENTE,-25.53166666666,-49.17611111111,CURITIBA,PR,BRASIL,SBCT,23/02/2024,21:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83632,PTGOD,***,AVIAO,NEIVA,EMB-201,IPAN,PISTAO,MONOMOTOR,1800.0,1800.0,1.0,1976.0,BRASIL,BRASIL,AVIAO,***,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,AGRICOLA,NENHUM,0.0,83632,83632,83632,83632,INCIDENTE GRAVE,-29.62805555555,-54.4525,SAO PEDRO DO SUL,RS,BRASIL,FAER,12/02/2024,17:00:00,SIM,ATIVA,IG-033/CENIPA/2024,NAO,,0,1,NAO
83629,PPUBM,***,HELICOPTERO,LEONARDO S.P.A,AW169,A169,TURBOEIXO,BIMOTOR,4800.0,4800.0,12.0,0.0,BRASIL,BRASIL,HELICOPTERO,***,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,ESPECIALIZADA,LEVE,0.0,83629,83629,83629,83629,INCIDENTE,-22.45972222222,-43.82972222222,BARRA DO PIRAI,RJ,BRASIL,FAER,23/02/2024,14:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83628,PRCNT,***,AVIAO,AIR TRACTOR,AT-502B,AT5T,TURBOELICE,MONOMOTOR,3629.0,3629.0,1.0,2012.0,BRASIL,BRASIL,AVIAO,***,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRICOLA,LEVE,0.0,83628,83628,83628,83628,INCIDENTE GRAVE,-29.01222222222,-53.36472222222,SALTO DO JACUI,RS,BRASIL,FAER,23/02/2024,20:07:00,SIM,ATIVA,IG-038/CENIPA/2024,NAO,,0,1,SIM
83627,PRBUB,***,AVIAO,PIPER AIRCRAFT,PA-25-235,PA25,PISTAO,MONOMOTOR,1315.0,1315.0,1.0,1966.0,BRASIL,BRASIL,AVIAO,***,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRICOLA,SUBSTANCIAL,0.0,83627,83627,83627,83627,ACIDENTE,-26.43388888888,-49.27,CORUPA,SC,BRASIL,FAER,17/02/2024,12:45:00,SIM,ATIVA,A-034/CENIPA/2024,NAO,,0,1,NAO
83625,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83625,83625,83625,83625,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,SBRF,27/02/2024,13:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83624,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83624,83624,83624,83624,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,SBSV,22/02/2024,09:26:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83623,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83623,83623,83623,83623,INCIDENTE,-25.40333333333,-49.23361111111,CURITIBA,PR,BRASIL,SBBI,26/02/2024,23:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83622,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83622,83622,83622,83622,INCIDENTE,-5.060555555555,-42.82444444444,TERESINA,PI,BRASIL,SBTE,23/02/2024,05:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83621,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83621,83621,83621,83621,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,SBGL,23/02/2024,14:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83620,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83620,83620,83620,83620,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,SBGL,23/02/2024,16:31:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83619,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83619,83619,83619,83619,INCIDENTE,-27.13388888888,-52.65888888888,CHAPECO,SC,BRASIL,SBCH,24/02/2024,11:53:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83618,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83618,83618,83618,83618,INCIDENTE,-27.13388888888,-52.65888888888,CHAPECO,SC,BRASIL,SBCH,17/02/2024,02:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83617,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83617,83617,83617,83617,INCIDENTE,-27.13388888888,-52.65888888888,CHAPECO,SC,BRASIL,SBCH,18/02/2024,03:54:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83616,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83616,83616,83616,83616,INCIDENTE,-27.13388888888,-52.65888888888,CHAPECO,SC,BRASIL,SBCH,16/02/2024,03:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83615,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83615,83615,83615,83615,INCIDENTE,-2.424722222222,-54.78583333333,SANTAREM,PA,BRASIL,SBSN,26/02/2024,14:22:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83614,PRGOQ,***,AVIAO,BOEING,737-76N,B737,JATO,BIMOTOR,61461.0,61461.0,153.0,2002.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,BRIGADEIRO LYSIAS RODRIGUES,POUSO,REGULAR,NENHUM,0.0,83614,83614,83614,83614,INCIDENTE,-10.29,-48.35777777777,PALMAS,TO,BRASIL,SBPJ,27/02/2024,05:50:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83613,PRAXI,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,2012.0,BRASIL,BRASIL,AVIAO,***,AFONSO PENA,SALGADO FILHO,POUSO,REGULAR,NENHUM,0.0,83613,83613,83613,83613,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,SBPA,27/02/2024,09:50:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83612,BRXXX2,***,***,DESCONHECIDO,***,***,***,***,0.0,0.0,,,BRASIL,BRASIL,***,***,NAO IDENTIFICADO,NAO IDENTIFICADO,REVISAO DE PISTA,***,NENHUM,0.0,83612,83612,83612,83612,INCIDENTE,-20.46944444444,-54.67027777777,CAMPO GRANDE,MS,BRASIL,SBCG,26/02/2024,14:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83611,PTAOM,***,AVIAO,EMBRAER,EMB-202A,IPAN,PISTAO,MONOMOTOR,1800.0,1800.0,,2014.0,BRASIL,BRASIL,AVIAO,***,FORA DE AERODROMO,NAO IDENTIFICADO,DECOLAGEM,AGRICOLA,SUBSTANCIAL,0.0,83611,83611,83611,83611,ACIDENTE,-14.3575,-54.37944444444,PARANATINGA,MT,BRASIL,FAER,25/02/2024,18:30:00,SIM,ATIVA,A-041/CENIPA/2024,NAO,,0,1,NAO
83610,PTUJN,***,AVIAO,NEIVA,EMB-202,IPAN,PISTAO,MONOMOTOR,1800.0,1800.0,1.0,1995.0,BRASIL,BRASIL,AVIAO,***,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,AGRICOLA,SUBSTANCIAL,0.0,83610,83610,83610,83610,ACIDENTE,-17.665278,-50.402500,TURVELANDIA,GO,BRASIL,FAER,25/02/2024,20:45:00,SIM,ATIVA,A-040/CENIPA/2024,NAO,,0,1,NAO
83609,PSFGG,***,AVIAO,AIR TRACTOR,AT-402B,AT3T,TURBOELICE,MONOMOTOR,3175.0,3175.0,1.0,0.0,BRASIL,BRASIL,AVIAO,***,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRICOLA,LEVE,0.0,83609,83609,83609,83609,INCIDENTE,-8.199444444444,-46.45,RIACHAO,MA,BRASIL,FAER,26/02/2024,13:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83608,PRGEH,***,AVIAO,BOEING,737-76N,B737,TURBOEIXO,BIMOTOR,65997.0,65997.0,146.0,,BRASIL,BRASIL,AVIAO,***,CONGONHAS,SALGADO FILHO,APROXIMACAO FINAL,REGULAR,NENHUM,0.0,83608,83608,83608,83608,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,SBPA,22/02/2024,00:55:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83606,PRYRT,***,AVIAO,AIRBUS,A320-251N,A20N,***,***,0.0,0.0,,,BRASIL,BRASIL,AVIAO,***,PRESIDENTE JUSCELINO KUBITSCHEK,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0.0,83606,83606,83606,83606,INCIDENTE,-15.87111111111,-47.91861111111,BRASILIA,DF,BRASIL,SBBR,15/02/2024,23:59:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83605,PSAER,***,AVIAO,EMBRAER,ERJ 190-400,E295,,***,61200.0,61200.0,0.0,2023.0,BRASIL,BRASIL,AVIAO,***,VIRACOPOS,SENADOR NILO COELHO,APROXIMACAO FINAL,REGULAR,NENHUM,0.0,83605,83605,83605,83605,INCIDENTE,-9.3675,-40.56361111111,PETROLINA,PE,BRASIL,SBPL,14/02/2024,05:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83604,PRATW,***,AVIAO,ATR - GIE AVIONS DE TRANSPORT REGIONAL,ATR-72-212A,AT72,TURBOELICE,BIMOTOR,23000.0,23000.0,75.0,2012.0,BRASIL,BRASIL,AVIAO,***,GUARARAPES - GILBERTO FREYRE,PRESIDENTE CASTRO PINTO,POUSO,REGULAR,NENHUM,0.0,83604,83604,83604,83604,INCIDENTE,-7.148333333333,-34.95027777777,JOAO PESSOA,PB,BRASIL,SBJP,26/02/2024,21:04:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83603,PRYRF,***,AVIAO,AIRBUS,A320-251N,A320,JATO,BIMOTOR,77000.0,77000.0,183.0,,BRASIL,BRASIL,AVIAO,***,TANCREDO NEVES,PORTO SEGURO,POUSO,REGULAR,NENHUM,0.0,83603,83603,83603,83603,INCIDENTE,-16.43805555555,-39.07777777777,PORTO SEGURO,BA,BRASIL,SBPS,13/02/2024,00:19:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83602,PRMYP,***,AVIAO,AIRBUS,A320-214,A320,JATO,BIMOTOR,77000.0,77000.0,184.0,2012.0,BRASIL,BRASIL,AVIAO,***,ADALBERTO MENDES DA SILVA,GOVERNADOR ANDRE FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0.0,83602,83602,83602,83602,INCIDENTE,-25.00222222222,-53.50194444444,CASCAVEL,PR,BRASIL,SBCA,22/02/2024,00:17:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
83601,PSGPF,***,AVIAO,BOEING,737-8 MAX,Boeig,,BIMOTOR,82190.0,82190.0,0.0,0.0,BRASIL,BRASIL,AVIAO,***,GOVERNADOR ANDRE FRANCO MONTORO,BRIGADEIRO LYSIAS RODRIGUES,POUSO,REGULAR,NENHUM,0.0,83601,83601,83601,83601,INCIDENTE,-10.29,-48.35777777777,PALMAS,TO,BRASIL,SBPJ,26/02/2024,06:43:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
